  0.000000000000000E+000   70.4307455659817     
  0.238095238095238        35.4464450471388     
  0.714285714285714        3.06607490278086     
   1.19047619047619       -39.3271279504940     
   1.66666666666667       -89.8855798784569     
   2.14285714285714       -146.033764066912     
   2.61904761904762       -205.432161974265     
   3.09523809523810       -266.430990741099     
   3.57142857142857       -327.804133341329     
   4.04761904761905       -388.679215932574     
   4.52380952380952       -448.444899381110     
   5.00000000000000       -448.444899381110     
   5.47619047619048       -388.679215932574     
   5.95238095238095       -327.804133341329     
   6.42857142857143       -266.430990741099     
   6.90476190476191       -205.432161974265     
   7.38095238095238       -146.033764066911     
   7.85714285714286       -89.8855798784569     
   8.33333333333333       -39.3271279504940     
   8.80952380952381        3.06607490278086     
   9.28571428571429        35.4464450471388     
   9.76190476190476        57.8022728962846     
   10.0000000000000        50.2464787376052     
